amenity,x_meters,y_meters,latitude,longitude,kmeans_cluster,dbscan_cluster
public_bookcase,-9339609.175439252,4298213.143373345,35.9824962,-83.8991367,3,-1
waste_basket,-9338622.127778286,4295076.043567519,35.9596889,-83.8902699,3,12
post_office,-9333458.016600385,4288206.000831328,35.9097194,-83.8438799,3,6
fuel,-9335785.929791855,4289731.596153043,35.9208186,-83.8647919,3,-1
fast_food,-9340298.398934549,4291280.199770528,35.9320836,-83.9053281,3,2
restaurant,-9334837.88848046,4288979.589129005,35.9153477,-83.8562755,3,-1
cafe,-9344265.513891846,4293229.3069581855,35.9462597,-83.9409653,3,0
doctors,-9343506.949485732,4305476.42279881,36.0352763,-83.934151,1,1
restaurant,-9356381.894624107,4290032.528997582,35.9230078,-84.0498086,0,11
restaurant,-9348466.544495149,4293396.459096709,35.9474753,-83.9787038,0,5
drinking_water,-9341631.950774506,4294945.832655849,35.9587421,-83.9173076,3,0
restaurant,-9347936.986545496,4301683.807990551,36.0077209,-83.9739467,4,8
fast_food,-9348816.610897845,4301277.144830506,36.0047657,-83.9818485,4,-1
bench,-9350197.462389443,4298546.530614156,35.9849196,-83.9942529,4,-1
bench,-9350213.637111455,4298035.709707326,35.9812064,-83.9943982,4,-1
bank,-9353077.23082457,4301951.796776868,36.0096683,-84.0201223,4,4
fast_food,-9353349.162076678,4301652.611410412,36.0074942,-84.0225651,4,4
restaurant,-9353586.228064273,4301267.333471946,36.0046944,-84.0246947,4,4
dentist,-9353554.201446772,4301301.047153501,36.0049394,-84.024407,4,4
pharmacy,-9332689.967773657,4287722.245757491,35.9061996,-83.8369804,3,6
public_bookcase,-9337160.636447558,4292049.483449658,35.937679,-83.8771411,3,-1
public_bookcase,-9343351.937094806,4300242.184839331,35.9972442,-83.9327585,1,-1
public_bookcase,-9337156.918376565,4294113.856436438,35.9526923,-83.8771077,3,-1
public_bookcase,-9342340.488201456,4305667.57924672,36.0366649,-83.9236725,1,1
restaurant,-9360458.915314663,4288698.367891483,35.9133017,-84.0864331,2,3
parking_entrance,-9343528.244904323,4294383.87247877,35.9546558,-83.9343423,3,0
doctors,-9363986.68563765,4286600.722639325,35.8980388,-84.1181236,2,-1
fuel,-9333252.186861908,4287629.779767525,35.9055268,-83.8420309,3,6
fuel,-9348000.950724907,4297876.905046112,35.980052,-83.9745213,4,-1
fuel,-9339962.525766928,4299630.226817698,35.9927965,-83.9023109,1,-1
fuel,-9356457.16886378,4289457.530723219,35.9188248,-84.0504848,0,11
fuel,-9362264.339344146,4288092.942218339,35.9088968,-84.1026515,2,3
parking_entrance,-9342857.07743043,4294646.042681209,35.9565622,-83.9283131,3,0
toilets,-9342453.555408256,4295339.014406795,35.961601,-83.9246882,3,0
fast_food,-9351593.130505262,4294636.979935915,35.9564963,-84.0067904,0,-1
fuel,-9351575.208067244,4294624.5891537545,35.9564062,-84.0066294,0,-1
parking_entrance,-9342863.188870477,4294659.904983021,35.956663,-83.928368,3,0
place_of_worship,-9349876.428109944,4293651.661205619,35.9493312,-83.991369,0,-1
parking_entrance,-9342533.159976121,4295029.256577377,35.9593487,-83.9254033,3,0
clinic,-9355242.472844142,4292604.750539007,35.9417175,-84.039573,0,-1
fuel,-9355110.203025183,4292540.704666486,35.9412517,-84.0383848,0,-1
fuel,-9355036.375938887,4292545.104542603,35.9412837,-84.0377216,0,-1
dentist,-9336026.914225524,4290022.769031342,35.9229368,-83.8669567,3,-1
fast_food,-9340366.292691983,4291523.803585504,35.9338555,-83.905938,3,2
restaurant,-9340288.925645882,4291274.865541858,35.9320448,-83.905243,3,2
clinic,-9340998.119857827,4292111.092842093,35.9381271,-83.9116138,3,2
restaurant,-9342360.058167938,4299418.264063513,35.9912559,-83.9238483,1,-1
parking,-9366419.840275714,4287328.267488808,35.9033329,-84.139981,2,7
social_facility,-9343035.578233918,4294303.520173792,35.9540715,-83.9299166,3,0
vending_machine,-9361287.71118752,4289136.078289944,35.9164862,-84.0938783,2,3
waste_basket,-9361307.570584675,4289036.012936622,35.9157582,-84.0940567,2,3
waste_basket,-9361281.555219676,4289004.082935957,35.9155259,-84.093823,2,3
vending_machine,-9361340.621341493,4289085.8805552805,35.916121,-84.0943536,2,3
bench,-9361278.928079695,4289048.0262284735,35.9158456,-84.0937994,2,3
waste_basket,-9361275.699814461,4289031.985600333,35.9157289,-84.0937704,2,3
waste_basket,-9361281.04315002,4289052.63086903,35.9158791,-84.0938184,2,3
bench,-9361275.788870055,4289036.494017848,35.9157617,-84.0937712,2,3
bicycle_parking,-9355945.68919943,4290575.444356943,35.9269572,-84.0458901,0,11
drinking_water,-9342421.940672869,4295267.979608091,35.9610845,-83.9244042,3,0
vending_machine,-9342453.566540204,4295247.927661871,35.9609387,-83.9246883,3,0
bicycle_parking,-9342401.090532245,4294981.933433456,35.9590046,-83.9242169,3,0
waste_basket,-9342262.186071632,4295181.720744318,35.9604573,-83.9229691,3,0
waste_basket,-9342319.660324728,4295131.3300413955,35.9600909,-83.9234854,3,0
bench,-9342332.70696905,4294814.330571177,35.9577859,-83.9236026,3,0
bench,-9343019.12521318,4294660.537588487,35.9566676,-83.9297688,3,0
bench,-9343015.295822697,4294734.511425067,35.9572055,-83.9297344,3,0
bench,-9342334.309969718,4294817.534901315,35.9578092,-83.923617,3,0
bench,-9342995.993022993,4294736.904340628,35.9572229,-83.929561,3,0
bench,-9342976.634563543,4294741.332611049,35.9572551,-83.9293871,3,0
bench,-9343015.997135488,4294655.449241223,35.9566306,-83.9297407,3,0
bench,-9343013.603766436,4294650.677198796,35.9565959,-83.9297192,3,0
bicycle_parking,-9343010.364369255,4294679.364494084,35.9568045,-83.9296901,3,0
bench,-9343010.575876286,4294644.33739927,35.9565498,-83.929692,3,0
restaurant,-9349760.15490181,4292077.008959639,35.9378792,-83.9903245,0,5
restaurant,-9334843.59917034,4301225.48737047,36.0043903,-83.8563268,1,-1
restaurant,-9341910.104786152,4295823.28744455,35.9651221,-83.9198063,3,0
restaurant,-9340435.911901524,4291429.421754127,35.933169,-83.9065634,3,2
pharmacy,-9335799.833596254,4301126.383896184,36.0036701,-83.8649168,1,-1
bank,-9357222.156404512,4290689.009941943,35.9277833,-84.0573568,0,-1
car_wash,-9339538.020020736,4298244.70150235,35.9827256,-83.8984975,3,-1
clinic,-9339221.727951545,4298706.253061171,35.9860806,-83.8956562,1,-1
fuel,-9339113.915024713,4298812.612180233,35.9868537,-83.8946877,1,-1
restaurant,-9335106.658259034,4303091.972191509,36.0179531,-83.8586899,1,-1
parking_entrance,-9344375.953958664,4292200.695877998,35.9387788,-83.9419574,3,-1
school,-9349489.79325452,4293882.116927243,35.9510071,-83.9878958,0,-1
loading_dock,-9333769.388348084,4288753.4569921605,35.9137025,-83.846677,3,6
loading_dock,-9333769.477403676,4288748.74251978,35.9136682,-83.8466778,3,6
loading_dock,-9333769.566459268,4288744.138007913,35.9136347,-83.8466786,3,6
loading_dock,-9333466.142923214,4288587.104703144,35.9124922,-83.8439529,3,6
loading_dock,-9333463.27088035,4288589.743668613,35.9125114,-83.8439271,3,6
loading_dock,-9333459.920163678,4288592.80871785,35.9125337,-83.843897,3,6
loading_dock,-9333456.970197171,4288595.516407805,35.9125534,-83.8438705,3,6
loading_dock,-9333453.73079999,4288598.498990923,35.9125751,-83.8438414,3,6
loading_dock,-9333356.526620628,4288467.595974662,35.9116227,-83.8429682,3,6
loading_dock,-9333354.21117522,4288469.753854955,35.9116384,-83.8429474,3,6
loading_dock,-9333350.994041936,4288472.750148041,35.9116602,-83.8429185,3,6
loading_dock,-9333347.46521408,4288476.048820288,35.9116842,-83.8428868,3,6
doctors,-9365062.967002435,4289455.936220919,35.9188132,-84.127792,2,-1
restaurant,-9357241.125245742,4290152.371100223,35.9238796,-84.0575272,0,-1
shelter,-9346622.39241482,4296054.999602774,35.9668068,-83.9621375,3,-1
parking_entrance,-9344419.324032275,4292200.572135379,35.9387779,-83.942347,3,-1
loading_dock,-9368417.056655882,4286926.978729275,35.9004129,-84.1579223,2,7
restaurant,-9366266.542204943,4286585.111624872,35.8979252,-84.1386039,2,-1
veterinary,-9367932.96158627,4286907.890396536,35.900274,-84.1535736,2,7
atm,-9367675.27922898,4286909.484525273,35.9002856,-84.1512588,2,7
loading_dock,-9367157.365298066,4286868.806830559,35.8999896,-84.1466063,2,7
dentist,-9359687.237472536,4281007.888688477,35.8573298,-84.079501,2,-1
restaurant,-9359711.00418382,4281111.835965928,35.8580866,-84.0797145,2,-1
pub,-9359702.332395487,4281072.168864527,35.8577978,-84.0796366,2,-1
loading_dock,-9368814.957043774,4287042.237790021,35.9012516,-84.1614967,2,7
loading_dock,-9368619.034739979,4286970.171530974,35.9007272,-84.1597367,2,7
restaurant,-9368608.515048098,4286964.289713975,35.9006844,-84.1596422,2,7
loading_dock,-9367371.143248186,4286816.846793804,35.8996115,-84.1485267,2,7
parking_entrance,-9343703.528574524,4294866.177574045,35.9581629,-83.9359169,3,0
parking_entrance,-9343698.16297507,4294868.680539066,35.9581811,-83.9358687,3,0
parking_entrance,-9343707.268909415,4294892.843807968,35.9583568,-83.9359505,3,0
parking_entrance,-9343715.272780804,4294889.226878127,35.9583305,-83.9360224,3,0
loading_dock,-9368045.349744175,4287292.3020668775,35.9030712,-84.1545832,2,7
parking_entrance,-9340843.57500876,4295825.336755793,35.965137,-83.9102255,3,0
parking_entrance,-9340849.998143377,4295836.174730412,35.9652158,-83.9102832,3,0
parking_entrance,-9340938.764305336,4296039.416265228,35.9666935,-83.9110806,3,0
parking_entrance,-9343759.4332228,4294703.279799598,35.9569784,-83.9364191,3,0
parking_entrance,-9343754.023095548,4294705.823984134,35.9569969,-83.9363705,3,0
fast_food,-9349764.140139582,4307914.959609554,36.0529885,-83.9903603,4,-1
restaurant,-9349777.44281873,4307901.314436615,36.0528894,-83.9904798,4,-1
boat_rental,-9340970.078478096,4295228.797204476,35.9607996,-83.9113619,3,0
veterinary,-9353082.128882164,4287390.49605802,35.9037857,-84.0201663,0,-1
restaurant,-9343503.754616348,4293977.276393366,35.9516991,-83.9341223,3,0
restaurant,-9343034.787865533,4294944.759948865,35.9587343,-83.9299095,3,0
waste_disposal,-9347466.884335876,4302094.2158181295,36.0107032,-83.9697237,4,8
waste_disposal,-9347315.289453315,4301897.163627881,36.0092713,-83.9683619,4,8
waste_disposal,-9347403.153927397,4301935.971025304,36.0095533,-83.9691512,4,8
restaurant,-9340214.976108149,4295028.225120431,35.9593412,-83.9045787,3,0
restaurant,-9341340.98388947,4294231.048212708,35.9535445,-83.9146938,3,0
bench,-9344159.726979746,4293337.413781338,35.9470459,-83.940015,3,0
bench,-9344156.699089596,4293333.274846022,35.9470158,-83.9399878,3,0
bench,-9344132.910114411,4293339.820139805,35.9470634,-83.9397741,3,0
bicycle_parking,-9344100.093128528,4293401.670610614,35.9475132,-83.9394793,3,0
toilets,-9349594.02169375,4289424.89845551,35.9185874,-83.9888321,0,-1
toilets,-9349584.503877286,4290001.585810818,35.9227827,-83.9887466,0,-1
toilets,-9350214.928417549,4289679.0588501785,35.9204364,-83.9944098,0,-1
toilets,-9350285.671953946,4289463.001517364,35.9188646,-83.9950453,0,-1
toilets,-9349765.542765163,4289874.569831893,35.9218587,-83.9903729,0,-1
theatre,-9349813.276562816,4289536.623829006,35.9194002,-83.9908017,0,-1
clinic,-9356703.663612243,4289516.417506383,35.9192532,-84.0526991,0,11
clinic,-9356666.171207745,4289475.441398725,35.9189551,-84.0523623,0,11
parking_space,-9342059.918556862,4295636.334120103,35.9637628,-83.9211521,3,0
parking_space,-9342027.391001651,4295567.044063651,35.963259,-83.9208599,3,0
parking_space,-9342016.114337234,4295558.53068705,35.9631971,-83.9207586,3,0
parking_entrance,-9342063.091162348,4295633.817224647,35.9637445,-83.9211806,3,0
parking_entrance,-9342033.4579139,4295572.46292073,35.9632984,-83.9209144,3,0
restaurant,-9355545.083747914,4290327.572789291,35.9251541,-84.0422914,0,11
bicycle_parking,-9356177.044497147,4289883.147487641,35.9219211,-84.0479684,0,11
bicycle_parking,-9367766.015745927,4286929.177531455,35.9004289,-84.1520739,2,7
bicycle_parking,-9359641.12893945,4281710.156451177,35.8624426,-84.0790868,2,-1
restaurant,-9354101.83768173,4290899.647618088,35.9293155,-84.0293265,0,-1
restaurant,-9341679.606648514,4295753.446048232,35.9646143,-83.9177357,3,0
clinic,-9364754.890311662,4287951.806146359,35.9078699,-84.1250245,2,-1
cafe,-9342088.549929893,4298697.503346894,35.986017,-83.9214093,1,0
parking_entrance,-9346620.978657287,4291433.546216158,35.933199,-83.9621248,0,-1
pub,-9345030.95784249,4301632.478861327,36.0073479,-83.9478414,4,-1
bank,-9338417.01048455,4299726.537368893,35.9934965,-83.8884273,1,-1
cafe,-9340264.012343843,4294962.335853581,35.9588621,-83.9050192,3,0
fuel,-9342175.74648703,4304503.085952621,36.0282054,-83.9221926,1,1
fast_food,-9343569.399720069,4294506.30671606,35.9555461,-83.934712,3,0
fast_food,-9343851.416518044,4294369.226669492,35.9545493,-83.9372454,3,0
restaurant,-9343832.592392152,4294375.3462775415,35.9545938,-83.9370763,3,0
fast_food,-9343589.80458273,4294496.515226795,35.9554749,-83.9348953,3,0
restaurant,-9343357.41401375,4294638.011355712,35.9565038,-83.9328077,3,0
cafe,-9343322.448561693,4294613.55985677,35.956326,-83.9324936,3,0
restaurant,-9343630.859210934,4294476.6847376535,35.9553307,-83.9352641,3,0
food_court,-9343668.7523656,4294495.153770419,35.955465,-83.9356045,3,0
fast_food,-9343704.040644184,4294478.967579914,35.9553473,-83.9359215,3,0
restaurant,-9341737.893533895,4295867.093275815,35.9654406,-83.9182593,3,0
restaurant,-9341743.13668191,4295876.789723889,35.9655111,-83.9183064,3,0
restaurant,-9341955.200311871,4296222.208984029,35.9680225,-83.9202114,3,0
restaurant,-9341798.328885445,4295917.92751689,35.9658102,-83.9188022,3,0
bar,-9341867.914699141,4295864.315004346,35.9654204,-83.9194273,3,0
restaurant,-9341667.59527546,4296479.664474352,35.9698943,-83.9176278,3,0
cafe,-9343771.477991706,4294446.622775302,35.9551121,-83.9365273,3,0
parking_entrance,-9343622.744020058,4294484.867216649,35.9553902,-83.9351912,3,0
parking_entrance,-9343597.285252512,4294491.701997949,35.9554399,-83.9349625,3,0
post_office,-9343821.471575022,4294383.528680205,35.9546533,-83.9369764,3,0
restaurant,-9341830.310975151,4296052.785199518,35.9667907,-83.9190895,3,0
restaurant,-9341925.84536215,4295738.454550659,35.9645053,-83.9199477,3,0
restaurant,-9342075.29177854,4296609.082246547,35.9708352,-83.9212902,3,0
restaurant,-9359290.439147603,4281254.29809084,35.8591238,-84.0759365,2,10
fast_food,-9359321.052007573,4281296.671730043,35.8594323,-84.0762115,2,10
restaurant,-9344068.634240428,4293711.107010481,35.9497635,-83.9391967,3,0
fast_food,-9344074.93492361,4293730.014777411,35.949901,-83.9392533,3,0
fast_food,-9344106.371547807,4293823.701529137,35.9505823,-83.9395357,3,0
clinic,-9344123.180790918,4293861.517487821,35.9508573,-83.9396867,3,0
restaurant,-9343954.776665244,4294321.782634183,35.9542043,-83.9381739,3,0
fast_food,-9343979.600911694,4294310.121059546,35.9541195,-83.9383969,3,0
restaurant,-9343978.688091869,4294378.619237868,35.9546176,-83.9383887,3,0
clinic,-9343738.783457259,4294464.074105622,35.955239,-83.9362336,3,0
restaurant,-9353037.422974661,4287612.71047781,35.9054026,-84.0197647,0,-1
clinic,-9353015.726805907,4287622.179669843,35.9054715,-84.0195698,0,-1
dentist,-9352963.44004108,4287643.619380385,35.9056275,-84.0191001,0,-1
fast_food,-9358169.652250398,4281688.137784461,35.8622823,-84.0658683,2,10
restaurant,-9358160.256885376,4281693.632145037,35.8623223,-84.0657839,2,10
restaurant,-9358230.410428474,4281651.380583535,35.8620147,-84.0664141,2,10
restaurant,-9358207.701252352,4281660.597343858,35.8620818,-84.0662101,2,10
animal_shelter,-9358301.77735402,4281615.296561183,35.861752,-84.0670552,2,10
fast_food,-9358287.350348014,4281622.068315683,35.8618013,-84.0669256,2,10
restaurant,-9358000.84737456,4281989.08173254,35.8644732,-84.0643519,2,10
restaurant,-9357985.273777798,4281975.757551349,35.8643762,-84.064212,2,10
restaurant,-9360083.957873825,4288714.916584016,35.9134221,-84.0830648,2,3
restaurant,-9360098.073185258,4288737.141902566,35.9135838,-84.0831916,2,3
fast_food,-9360090.19176531,4288919.811826174,35.9149128,-84.0831208,2,3
fast_food,-9360146.330184517,4288980.125188162,35.9153516,-84.0836251,2,3
restaurant,-9360137.71405593,4288978.283343988,35.9153382,-84.0835477,2,3
post_office,-9359868.4322077,4288930.931561695,35.9149937,-84.0811287,2,3
internet_cafe,-9359865.827331617,4288906.025569121,35.9148125,-84.0811053,2,3
restaurant,-9360508.753050692,4288681.104498207,35.9131761,-84.0868808,2,3
restaurant,-9361447.565976297,4288645.3407722665,35.9129159,-84.0953143,2,3
restaurant,-9361437.168735858,4288662.94772641,35.913044,-84.0952209,2,3
cafe,-9358375.459724978,4285911.152173203,35.8930207,-84.0677171,2,-1
dentist,-9358356.401828153,4285874.174588856,35.8927516,-84.0675459,2,-1
restaurant,-9358359.385190507,4285884.260621322,35.892825,-84.0675727,2,-1
restaurant,-9358349.756054552,4285856.40725468,35.8926223,-84.0674862,2,-1
restaurant,-9362011.989190467,4288430.2111102035,35.9113507,-84.1003846,2,3
place_of_worship,-9362013.52539944,4288447.639038377,35.9114775,-84.1003984,2,3
bar,-9362019.79268677,4288467.527252366,35.9116222,-84.1004547,2,3
car_rental,-9362033.518379986,4288490.301844782,35.9117879,-84.100578,2,3
restaurant,-9362040.609431548,4288532.071423391,35.9120918,-84.1006417,2,3
fast_food,-9361000.106151106,4288289.592941888,35.9103276,-84.0912947,2,3
cafe,-9361044.021690223,4288281.19521809,35.9102665,-84.0916892,2,3
restaurant,-9361244.16300272,4288234.808562732,35.909929,-84.0934871,2,3
restaurant,-9361216.377657818,4288243.659808509,35.9099934,-84.0932375,2,3
restaurant,-9360618.603124207,4288313.975240528,35.910505,-84.0878676,2,3
restaurant,-9360540.42344582,4288332.420059698,35.9106392,-84.0871653,2,3
restaurant,-9360835.898770235,4288528.539077033,35.9120661,-84.0898196,2,3
fast_food,-9360838.781945046,4288535.480069989,35.9121166,-84.0898455,2,3
pharmacy,-9358196.892129796,4281797.998050739,35.8630821,-84.066113,2,10
restaurant,-9343459.772285536,4294641.311899719,35.9565278,-83.9337272,3,0
restaurant,-9341583.716039145,4295548.449427426,35.9631238,-83.9168743,3,0
atm,-9343611.868105806,4294483.945827952,35.9553835,-83.9350935,3,0
atm,-9343612.847717324,4294541.333365788,35.9558008,-83.9351023,3,0
bar,-9341291.279736832,4296931.2922964,35.9731777,-83.9142473,3,0
restaurant,-9340397.907427369,4296406.889146717,35.9693652,-83.906222,3,0
fast_food,-9351235.127022872,4291845.560364401,35.9361958,-84.0035744,0,-1
restaurant,-9351248.273854734,4291680.026908813,35.9349918,-84.0036925,0,-1
fast_food,-9351300.360244477,4291641.3936329745,35.9347108,-84.0041604,0,-1
cafe,-9351289.52885802,4291651.828728462,35.9347867,-84.0040631,0,-1
post_office,-9350839.119066324,4291579.071986711,35.9342575,-84.000017,0,-1
fast_food,-9348412.331903132,4292757.455681639,35.9428281,-83.9782168,0,5
restaurant,-9348373.448004998,4292781.146758209,35.9430004,-83.9778675,0,5
restaurant,-9348424.654970763,4292745.135792241,35.9427385,-83.9783275,0,5
fast_food,-9348420.035211895,4292717.512341005,35.9425376,-83.978286,0,5
restaurant,-9348756.754407646,4292628.455032363,35.9418899,-83.9813108,0,5
fast_food,-9348774.031192617,4292448.747663317,35.9405829,-83.981466,0,5
restaurant,-9348754.405566392,4292445.28279145,35.9405577,-83.9812897,0,5
restaurant,-9348723.670254983,4292439.05427456,35.9405124,-83.9810136,0,5
restaurant,-9349437.395170202,4292255.349005471,35.9391763,-83.9874251,0,5
fast_food,-9350320.347975329,4307478.212448208,36.0498165,-83.9953568,4,-1
car_wash,-9346893.911784815,4300611.2172828335,35.9999262,-83.9645766,4,-1
restaurant,-9340304.332263406,4297775.094651921,35.9793119,-83.9053814,3,-1
restaurant,-9341496.6085376,4294343.950661992,35.9543655,-83.9160918,3,0
restaurant,-9357561.469344398,4289941.280528439,35.922344,-84.0604049,0,-1
ice_cream,-9365809.119285323,4286426.130659339,35.8967683,-84.1344948,2,-1
restaurant,-9362735.376637489,4287958.6505645,35.9079197,-84.1068829,2,3
cafe,-9367722.133602656,4287246.373145371,35.902737,-84.1516797,2,7
fast_food,-9352294.020283194,4301623.534131751,36.0072829,-84.0130866,4,4
fast_food,-9343315.980899276,4294617.080429154,35.9563516,-83.9324355,3,0
bar,-9341753.43373481,4296466.061186668,35.9697954,-83.9183989,3,0
cafe,-9346196.283667961,4294314.287870746,35.9541498,-83.9583097,3,-1
restaurant,-9356082.756888445,4290517.73408338,35.9265374,-84.0471214,0,11
bar,-9341677.85893251,4295764.8065913655,35.9646969,-83.91772,3,0
restaurant,-9348380.494528765,4292781.889253608,35.9430058,-83.9779308,0,5
parking_entrance,-9341317.595664456,4294387.640511768,35.9546832,-83.9144837,3,0
parking,-9341290.32238921,4295112.9424441,35.9599572,-83.9142387,3,0
bar,-9340256.041868301,4294966.544173016,35.9588927,-83.9049476,3,0
hospital,-9344722.346818164,4296005.196269716,35.9664447,-83.9450691,3,-1
fast_food,-9355990.2058638,4290285.645097862,35.9248491,-84.04629,0,11
hospital,-9353291.320469264,4293984.963444429,35.951755,-84.0220455,0,-1
